cid,brand,product,model_number,date_certified,category,frequency_band,wifi_support_list,wifi_n,wifi_ac,wifi_6,wifi_7
WFA138356,CARLO GAVAZZI CONTROLS S.P.A.,EMS10 AV2 Energy meter,EMS10 AV2 XX X,2025-12-04,Other,2.4 GHz,n,True,False,False,False
WFA138357,CARLO GAVAZZI CONTROLS S.P.A.,EMS10 AV5/MV5 Energy meter,EMS10 AV5/MV5 XX X,2025-12-04,Other,2.4 GHz,n,True,False,False,False
WFA137248,Skyworth Group,TV Box,MagentaTV One (3. Generation) Typ B,2025-12-04,Televisions & Set Top Boxes,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA138436,"HAN Networks Co., Ltd.",HAN Access Point,AP541e,2025-12-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA138438,Alcatel-Lucent Enterprise dba ALE USA Inc.,OmniAccess Stellar,OAW-AP1542,2025-12-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA126676,MaxLinear Inc.,Maxlinear Wi-Fi 7 Triband Access Point,ZURX851-HDK-2,2025-12-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA137092,"Beijing Roborock Technology Co., Ltd.",Robotic Vacuum Cleaner,RRE0BEL,2025-12-03,Smart Home,2.4 GHz,"n, 6",True,False,True,False
WFA138250,HSAE,CDCU Domain Controller,HSAE CA036,2025-12-03,Other,5 GHz,"n, ac, 6",True,True,True,False
WFA138403,Askey Computer Corporation,WiFi 7 Router with Backup,CBE1V1K,2025-12-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA137250,Skyworth Group,GPON,SK-D7571,2025-12-03,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA138437,Alcatel-Lucent Enterprise dba ALE USA Inc.,OmniAccess Stellar,OAW-AP1541,2025-12-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA138439,Alcatel-Lucent Enterprise dba ALE USA Inc.,OmniAccess Stellar,OAW-AP1501,2025-12-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA138324,Signify,Wi-Fi connected,9290047913,2025-12-03,Other,2.4 GHz,n,True,False,False,False
WFA138442,Hansong (Nanjing) Technology Ltd.,"Lithe Audio 6.5"" WiFi PRO 2 Ceiling Speaker",WiFi PRO 2,2025-12-03,"Gaming, Media & Music",2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA131562,Zebra Technologies,WT6400,WT6400,2025-12-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA130549,Zebra Technologies,PS30,PS30,2025-12-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA137539,Morse Micro,HaLowLink 2,MM-HL2-EXT,2025-12-02,Routers,Sub-1 GHz; 2.4 GHz,n,True,False,False,False
WFA138424,Legrand,Outdoor Camera Original,NOC02,2025-12-02,"Tablets, Ereaders & Cameras",2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA138420,TCL Communication Ltd.,MT48EX,MT48EX,2025-12-02,Other,2.4 GHz,n,True,False,False,False
WFA132048,Zebra Technologies,MC3400,MC3400,2025-12-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA128271,Zebra Technologies,MC9400,MC9400,2025-12-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA131563,Zebra Technologies,WT5400,WT5400,2025-12-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA130548,Zebra Technologies,TC53E,TC53E,2025-12-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA133001,"Bestechnic (Shanghai) Co., Ltd.",BES2610,BES2610WD,2025-12-02,Other,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA138323,ZTE Corporation,Home Gateway,Z2320,2025-12-01,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA138326,ZTE Corporation,GPON ONT,ZXHN F6201C,2025-12-01,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA137967,ZTE Corporation,Wireless Router,G5B2,2025-12-01,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA138388,"ZOWEE TECHNOLOGY(HEYUAN) CO., LTD.",5G CPE,H162-383-G,2025-12-01,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA138325,ZTE Corporation,GPON ONT,ZXHN F6201T,2025-12-01,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA138389,"ZOWEE TECHNOLOGY(HEYUAN) CO., LTD.",5G CPE,H162-383,2025-12-01,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA138139,TCL Communication Ltd.,T522E,T522E,2025-12-01,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
